contest_name,choice,votes
Norwood School District R-2J School Board Director,Michael G. Morlang,137
Norwood School District R-2J School Board Director,Temojai Inhofe,74
Ouray County Referendum 1A,No,1449
Ouray County Referendum 1A,Yes,984
Ouray School District R-1 School Board Director - Four Year Term,Aimee Vann,553
Ouray School District R-1 School Board Director - Four Year Term,Sam Sills,406
Ouray School District R-1 School Board Director - Four Year Term,Mike Feeser,192
Ouray School District R-1 School Board Director - Two Year Term,Nathan Disser,544
Park County Ballot Issue 1A,No/against,3528
Park County Ballot Issue 1A,Yes/for,2727
Pawnee School District RE-12 Board of Directors,Kevin D. Hahn,148
Pawnee School District RE-12 Board of Directors,Bobbi Hoffman,133
Pawnee School District RE-12 Board of Directors,Mariana Rohn,98
Peetz Plateau School District RE-5 School Director,Michael J. Hill,182
Peetz Plateau School District RE-5 School Director,Tiffany M. Vallier,165
Peetz Plateau School District RE-5 School Director,Darrin Fehringer,147
Peetz Plateau School District RE-5 School Director,Daniel Robert Wood,141
Peyton Fire Protection Distict Ballot Issue 6D,No/against,816
Peyton Fire Protection Distict Ballot Issue 6D,Yes/for,585
Peyton Fire Protection District Ballot Issue 6C,No/against,785
Peyton Fire Protection District Ballot Issue 6C,Yes/for,625
Peyton School District 23JT Director,Terry Harfert,446
Peyton School District 23JT Director,Katie Harms,352
Peyton School District 23JT Director,Zach Gatti,280
Peyton School District 23JT Director,Jeff Turner,267
Peyton School District 23JT Director,Therese Cobb,258
Peyton School District 23JT Director,Billy Martin,198
Pine River Public Library District Ballot Issue 6A,Yes/for,1921
Pine River Public Library District Ballot Issue 6A,No/against,1334
Pitkin County Ballot Issue 1A,Yes/for,4010
Pitkin County Ballot Issue 1A,No/against,1076
Platte Canyon School District RE-1  School Board Director,Amy Carman,1681
Platte Canyon School District RE-1  School Board Director,Heather Prewitt,1582
Platte Canyon School District RE-1  School Board Director,Jon Destefano,1348
Poudre School District R-1 Ballot Issue 4A,Yes/for,40373
Poudre School District R-1 Ballot Issue 4A,No/against,23163
Poudre School District R-1 Director - District A,Donald (dj) Anderson,22516
Poudre School District R-1 Director - District A,Scott Schoenbauer,19131
Poudre School District R-1 Director - District B,Nate Donovan,34468
Poudre School District R-1 Director - District F,Rob Petterson,33929
Poudre School District R-1 Director - District G,Naomi Johnson,33994
Primero School District RE-2 Director - At Large,Lonny Lopez,284
Primero School District RE-2 Director - At Large,Laura Saint,272
Primero School District RE-2 Director - At Large,Jeremiah Harris,256
Primero School District RE-2 Director - At Large,Robert Mattie,252
Primero School District RE-2 Director - At Large,Glenn Moltrer,139
Pritchett School District RE-3 School Board Director - District 3 - Four Year Term,Jozy Stegman,95
Pritchett School District RE-3 School Board Director - District 3 - Four Year Term,Brett Wilson,92
Pritchett School District RE-3 School Board Director - District 3 - Four Year Term,Mark Crane,79
Pritchett School District RE-3 School Board Director - District 3 - Four Year Term,Katie Vancampen,30
Pritchett School District RE-3 School Board Director - District 3- Two Year Term,Cole Eskew,101
Proposed Willow Creek 1 & 2 General Improvement District Ballot Issue 6C,Yes/for,1040
Proposed Willow Creek 1 & 2 General Improvement District Ballot Issue 6C,No/against,638
Proposed Willow Creek 1 & 2 General Improvement District Ballot Issue 6D,Yes/for,1039
Proposed Willow Creek 1 & 2 General Improvement District Ballot Issue 6D,No/against,638
Proposition CC (Statutory),No/against,827526
Proposition CC (Statutory),Yes/for,718276
Proposition CC (Statutory) - Archuleta,No/against,2680
Proposition CC (Statutory) - Archuleta,Yes/for,1564
Proposition CC (Statutory) - Clear Creek,No/against,1734
Proposition CC (Statutory) - Clear Creek,Yes/for,1567
Proposition CC (Statutory) - Crowley,No/against,824
Proposition CC (Statutory) - Crowley,Yes/for,218
Proposition CC (Statutory) - Hinsdale,No/against,207
Proposition CC (Statutory) - Hinsdale,Yes/for,141
Proposition CC (Statutory) - Kiowa,No/against,495
Proposition CC (Statutory) - Kiowa,Yes/for,106
Proposition CC (Statutory) - Lincoln,No/against,1253
Proposition CC (Statutory) - Lincoln,Yes/for,375
Proposition CC (Statutory) - Mineral,No/against,295
Proposition CC (Statutory) - Mineral,Yes/for,236
Proposition CC (Statutory) - Saguache,No/against,918
Proposition CC (Statutory) - Saguache,Yes/for,746
Proposition CC (Statutory) - Washington,No/against,1495
Proposition CC (Statutory) - Washington,Yes/for,290
Proposition DD (Statutory),Yes/for,800143
Proposition DD (Statutory),No/against,755922
Prowers County Ballot Question 1A,Yes/for,1694
Prowers County Ballot Question 1A,No/against,1424
Pueblo City-County Library District Ballot Issue 6B,Yes/for,25670
Pueblo City-County Library District Ballot Issue 6B,No/against,17569
Pueblo City School District 60 Ballot Issue 4A,Yes/for,14870
Pueblo City School District 60 Ballot Issue 4A,No/against,11255
Pueblo County Ballot Issue 1A,No/against,28232
Pueblo County Ballot Issue 1A,Yes/for,14782
Pueblo County Ballot Issue 1B,Yes/for,23528
Pueblo County Ballot Issue 1B,No/against,19639
Pueblo County School District 70 Ballot Issue 4B,No/against,9109
Pueblo County School District 70 Ballot Issue 4B,Yes/for,7644
Pueblo County School District 70 Board Member - District I,Tony Montoya,10275
Pueblo County School District 70 Board Member - District III,Staphanie Cordova-catalano,10210
Pueblo School District 60 Board Member-At Large,Tommy Farrell,10793
Pueblo School District 60 Board Member-At Large,Margaret Wright,10597
Pueblo School District 60 Board Member-At Large,Barbara Clementi,8868
Pueblo School District 60 Board Member-At Large,Jackie Seybold,8708
Pueblo School District 60 Board Member-At Large,Carmen Quenzer,7989
Pueblo School District 60 Board Member-At Large,Janet Wilson Smith,7250
Pueblo West Metropolitan District Ballot Issue 6A,No/against,5346
Pueblo West Metropolitan District Ballot Issue 6A,Yes/for,4513
Rangely Hospital DistrictBallot Issue 6A,Yes/for,646
Rangely Hospital DistrictBallot Issue 6A,No/against,427
Rangely School District RE-4 Director - At Large,Sarah Hume Nielsen,664
Rangely School District RE-4 Director - At Large,Todd Low,457
Rangely School District RE-4 Director - At Large,Ryan G. Torsell,357
Rangely School District RE-4 Director - At Large,Nicholas E. Swails,225
Rangeview Library District Ballot Issue No. 6A,No/against,40044
Rangeview Library District Ballot Issue No. 6A,Yes/for,36419
Rattlesnake Fire Protection District Ballot Issue 6A,No/against,1085
Rattlesnake Fire Protection District Ballot Issue 6A,Yes/for,1005
Ridgway School District R-2 School Board Director - Four Year Term,Aimee Quadri,934
Ridgway School District R-2 School Board Director - Four Year Term,Valene Baskfield,834
Ridgway School District R-2 School Board Director - Four Year Term,John Countryman,423
Ridgway School District R-2 School Board Director - Two Year Term,Brian Patton,986
Roaring Fork School District Director - District B,Natalie Torres,5542
Roaring Fork School District Director - District B,Matthew Cova,3
Roaring Fork School District Director - District C,Maureen Stepp,5471
Roaring Fork School District Director - District C,Molly Peterson,17
Roaring Fork School District Director - District D,Jasmin Ramirez,2605
Roaring Fork School District Director - District D,Shane Larson,2519
Roaring Fork School District Director - District D,Amy Connerton,1552
Rocky Ford City Council Member - Ward 1 - Four Year Term,Rich Geist,174
Rocky Ford City Council Member - Ward 1 - Four Year Term,Matthew J Holland,71
Rocky Ford City Council Member - Ward 1 - Two Year Term,Rich Geist,149
Rocky Ford City Council Member - Ward 1 - Two Year Term,Matthew J Holland,113
Rocky Ford City Council Member - Ward 3 - Four Year Term,Cuco E. Ruiz,149
Rocky Ford City Council Member - Ward 3 - Four Year Term,Peggy Sue Corbin Romero,109
Rocky Ford City Council Member - Ward 3 - Four Year Term,Jacki Sheriff Clark,74
Rocky Ford City Council Member - Ward 3 - Two Year Term,Cuco E Ruiz,131
Rocky Ford City Council Member - Ward 3 - Two Year Term,Peggy Sue Corbin Romero,122
Rocky Ford City Council Member - Ward 3 - Two Year Term,Jacki Sheriff Clark,87
Rocky Ford Mayor,Susan Jung,323
Rocky Ford Mayor,Daryl Grasmick,301
Rocky Ford Mayor,Tom Martin,250
Salida School District R-32-J Ballot Question 5A,Yes/for,2847
Salida School District R-32-J Ballot Question 5A,No/against,1862
Salida School District R-32-J Director - At Large,Joel Mcbride,3100
Salida School District R-32-J Director - District 2,Jennifer Visitacion,2966
Salida School District R-32-J Director - District 4,Joe Smith,3013
Sandhills Ground Water Management District Ballot Issue 6A,Yes/for,88
Sandhills Ground Water Management District Ballot Issue 6A,No/against,66
San Miguel County Public Library District 1 Ballot Issue 6A,Yes/for,1526
San Miguel County Public Library District 1 Ballot Issue 6A,No/against,559
Scenic Ranch Estates Public Improvement District No. 68 Ballot Issue 6C,Yes/for,19
Scenic Ranch Estates Public Improvement District No. 68 Ballot Issue 6C,No/against,1
School District Fremont RE-1 Directors - At Large,Beth Gaffney,5039
School District Fremont RE-1 Directors - At Large,Michael Near,4231
School District Fremont RE-1 Directors - At Large,Robin Reeser,3750
School District Fremont RE-1 Directors - At Large,Maripat Sparks,2560
School District Fremont RE-1 Directors - At Large,Robert Martin,1820
Sedgwick County Ballot Issue 1A,Yes/for,517
Sedgwick County Ballot Issue 1A,No/against,511
Solar Ridge Public Improvement District #21 Ballot Issue 6A,Yes/for,89
Solar Ridge Public Improvement District #21 Ballot Issue 6A,No/against,24
Southern Park County Fire Protection District Ballot Issue 6A,Yes/for,376
Southern Park County Fire Protection District Ballot Issue 6A,No/against,366
South Suburban Park and Recreation District Ballot Issue 7A,Yes/for,23248
South Suburban Park and Recreation District Ballot Issue 7A,No/against,21043
South Suburban Park and Recreation District Ballot Issue 7A,No,3878
South Suburban Park and Recreation District Ballot Issue 7A,Yes,3149
Southwest La Plata Library District Ballot Issue 6D,Yes/for,886
Southwest La Plata Library District Ballot Issue 6D,No/against,814
Springfield Cemetery District Ballot Issue 6A,No/against,492
Springfield Cemetery District Ballot Issue 6A,Yes/for,277
Steamboat Springs School District RE-2 Ballot Issue 4A,Yes/for,4676
Steamboat Springs School District RE-2 Ballot Issue 4A,No/against,2485
Steamboat Springs School District RE-2 Ballot Issue 4B,Yes/for,3615
Steamboat Springs School District RE-2 Ballot Issue 4B,No/against,3495
Steamboat Springs School District RE-2 Ballot Issue 4C,Yes/for,3589
Steamboat Springs School District RE-2 Ballot Issue 4C,No/against,3509
Steamboat Springs School District RE2 Director - At Large - Four Year Term,Lara Craig,3482
Steamboat Springs School District RE2 Director - At Large - Four Year Term,Kelly Latterman,3259
Steamboat Springs School District RE2 Director - At Large - Four Year Term,Kim Brack,2249
Steamboat Springs School District RE2 Director - At Large - Four Year Term,Tony Rosso,1847
Steamboat Springs School District RE2 Director - At Large - Four Year Term,Joseph Andrew,1812
Steamboat Springs School District RE2 Director - At Large - Two Year Term,Chresta Brinkman,3043
Steamboat Springs School District RE2 Director - At Large - Two Year Term,Andrew Heppelmann,1356
Steamboat Springs School District RE2 Director - At Large - Two Year Term,Mayling Simpson,643
Strasburg School District 31J Ballot Issue 5A,No/against,1051
Strasburg School District 31J Ballot Issue 5A,Yes/for,856
Strasburg School District 31J School Board Director,Diana Elliott,1141
Strasburg School District 31J School Board Director,Dillon Kent,1096
Strasburg School District 31J School Board Director,Michael Marrero,1088
Strasburg School District 31J School Board Director,Derrick Wojcik-damers,10
Stratmoor Hills Fire Protection District Ballot Issue 6B,Yes/for,599
Stratmoor Hills Fire Protection District Ballot Issue 6B,No/against,471
Stratmoor Hills Sanitation District Ballot Issue 6F,Yes/for,470
Stratmoor Hills Sanitation District Ballot Issue 6F,No/against,466
Stratmoor Hills Water District Ballot Issue 6E,Yes/for,502
Stratmoor Hills Water District Ballot Issue 6E,No/against,480
Summit County Referred Measure 1A,Yes/for,6387
Summit County Referred Measure 1A,No/against,2319
Summit County Referred Measure 1B,Yes/for,6743
Summit County Referred Measure 1B,No/against,1872
Summit County Referred Measure 1C,No/against,255
Summit County Referred Measure 1C,Yes/for,142
Summit School District RE-1 Referred Measure 4A,Yes/for,5970
Summit School District RE-1 Referred Measure 4A,No/against,2538
Summit School District RE-1 School Director - At Large,Gini Bradley,2868
Summit School District RE-1 School Director - At Large,Chris Alleman,2641
Summit School District RE-1 School Director - At Large,Consuelo Redhorse,2370
Summit School District RE-1 School Director - At Large,Gloria Quintero,2175
Summit School District RE-1 School Director - At Large,Tim Westerberg,1979
Summit School District RE-1 School Director - At Large,Emily Lutke,1731
Summit School District RE-1 School Director - At Large,Stan Katz,1523
Summit School District RE-1 School Director - At Large,Lauren Gearhart,1357
Summit School District RE-1 School Director - At Large,Miranda Fisher,1135
Summit School District RE-1 School Director - At Large,Brooke Shotts,1038
Summit School District RE-1 School Director - At Large,James Barr,564
"Sunset Ridge, Grand County, Colorado, Public Improvement District Ballot Issue 1B",No/against,94
"Sunset Ridge, Grand County, Colorado, Public Improvement District Ballot Issue 1B",Yes/for,59
"Sunset Ridge, Grand County, Colorado, Public Improvement District Ballot Question 1C",No/against,93
"Sunset Ridge, Grand County, Colorado, Public Improvement District Ballot Question 1C",Yes/for,59
Sylvan Lakes Metropolitan District Ballot Issue 6A,Yes/for,23
Sylvan Lakes Metropolitan District Ballot Issue 6A,No/against,14
Sylvan Lakes Metropolitan District Ballot Issue 6B,No/against,21
Sylvan Lakes Metropolitan District Ballot Issue 6B,Yes/for,16
Telluride School District R-1 Director,Dylan Brooks,1221
Telluride School District R-1 Director,Jenni Ward,1131
Telluride School District R-1 Director,Cheryl Carstens Miller,833
Telluride School District R-1 Director,Len Metheny,691
Telluride School District R-1 Director,Adam S Chambers,445
Town of Basalt Ballot Issue 3A,Yes/for,694
Town of Basalt Ballot Issue 3A,No/against,426
Town of Center Ballot Issue 3A,No/against,172
Town of Center Ballot Issue 3A,Yes/for,92
Town of Center Ballot Question 3B,No/against,165
Town of Center Ballot Question 3B,Yes/for,100
Town of Crested Butte Ballot Issue 2B,Yes/for,483
Town of Crested Butte Ballot Issue 2B,No/against,249
Town of Crested Butte Mayor,Jim Schmidt,556
Town of Crested Butte Town Council,Will Dujardin,540
Town of Crested Butte Town Council,Mallika Magner,498
Town of Crested Butte Town Council,"Monique ""mona"" Merrill",469
Town of Crested Butte Town Council,Candice Bradley,451
Town of Crested Butte Town Council,Laura Mitchell,423
Town of Crested Butte Town Council,Anne Moore,419
Town of Eagle Ballot Question 2A,Yes/for,1060
Town of Eagle Ballot Question 2A,No/against,778
Town of Eagle - Charter Commission,Jon Stavney,776
Town of Eagle - Charter Commission,Holli A. Snyder,729
Town of Eagle - Charter Commission,Kraige Kinney,634
Town of Eagle - Charter Commission,Kyle Hoiland,625
Town of Eagle - Charter Commission,Janet Bartnik,585
Town of Eagle - Charter Commission,David R. Gaboury,535
Town of Frederick Ballot Issue 2A,Yes/for,2431
Town of Frederick Ballot Issue 2A,No/against,1491
Town of Iliff Referred Ballot Question 2G,No/against,53
Town of Iliff Referred Ballot Question 2G,Yes/for,39
Town of Mead Ballot Issue 2E,No/against,1058
Town of Mead Ballot Issue 2E,Yes/for,645
Town of Mead Ballot Question 2F,Yes/for,1284
Town of Mead Ballot Question 2F,No/against,418
Town of Mead Ballot Question 2G,No/against,1046
Town of Mead Ballot Question 2G,Yes/for,662
Town of Meeker Ballot Issue 2A,Yes/for,381
Town of Meeker Ballot Issue 2A,No/against,326
Town Of Mountain View Ballot Issue 2A,No/against,99
Town Of Mountain View Ballot Issue 2A,Yes/for,74
Town of Mountain View Ballot Question 2B,Yes/for,96
Town of Mountain View Ballot Question 2B,No/against,78
Town of Mountain View Ballot Question 2C,Yes/for,152
Town of Mountain View Ballot Question 2C,No/against,20
Town of Mountain View Council,Chelsea Steen,137
Town of Mountain View Council,Adam Ellsworth,93
Town of Mountain View Council,Melissa Jacobi,90
Town of Mountain View Council,Nancy Unger,58
Town of Mountain View Council,Sean Davis,57
Town of Mt. Crested Butte Ballot Issue 2A,Yes/for,231
Town of Mt. Crested Butte Ballot Issue 2A,No/against,108
Town of New Castle Ballot Issue 2B,Yes/for,794
Town of New Castle Ballot Issue 2B,No/against,397
Town of New Castle Ballot Issue 2C,Yes/for,698
Town of New Castle Ballot Issue 2C,No/against,488
Town of Nucla Ballot Issue 2B,Yes/for,121
Town of Nucla Ballot Issue 2B,No/against,96
Town of Nucla Ballot Question 2C,No/against,118
Town of Nucla Ballot Question 2C,Yes/for,100
Town of Parker Ballot Issue 2A,Yes,7968
Town of Parker Ballot Issue 2A,No,6085
Town of Parker Ballot Question 2B,Yes,9118
Town of Parker Ballot Question 2B,No,4616
Town of Parker Ballot Question 2C,Yes,9869
Town of Parker Ballot Question 2C,No,3784
Town of Parker Ballot Question 2D,Yes,6671
Town of Parker Ballot Question 2D,No,6376
Town of Parker Ballot Question 2E,Yes,7682
Town of Parker Ballot Question 2E,No,5228
Town of Parker Ballot Question 2F,Yes,7995
Town of Parker Ballot Question 2F,No,5047
Town of Parker Ballot Question 2G,Yes,7376
Town of Parker Ballot Question 2G,No,5584
Town of Parker Ballot Question 2H,Yes,7740
Town of Parker Ballot Question 2H,No,5244
Town of Parker Ballot Question 2I,Yes,7359
Town of Parker Ballot Question 2I,No,5433
Town of Parker Ballot Question 2J,No,6998
Town of Parker Ballot Question 2J,Yes,5940
Town of Rockvale Ballot Issue 2B,No/against,97
Town of Rockvale Ballot Issue 2B,Yes/for,73
Town of Rockvale Ballot Question 2C,Yes/for,103
Town of Rockvale Ballot Question 2C,No/against,71
Town of Telluride  Ballot Issue 2A,Yes/for,808
Town of Telluride  Ballot Issue 2A,No/against,214
Town of Telluride Ballot Issue 300,Yes/for,573
Town of Telluride Ballot Issue 300,No/against,448
Town of Telluride Town Council,Lars Carlson,621
Town of Telluride Town Council,Adrienne Christy,615
Town of Telluride Town Council,Luigi Chiarani,352
Town of Wiggins Trustee,Mark Strickland,166
Town of Wiggins Trustee,Jim Musgrave,146
Town of Williamsburg Ballot Question 2A,No/against,152
Town of Williamsburg Ballot Question 2A,Yes/for,61
Tri-Lakes Monument Fire Protection District Ballot Issue 6A,Yes/for,7398
Tri-Lakes Monument Fire Protection District Ballot Issue 6A,No/against,5602
Trinidad Ambulance District Ballot Issue 6A,No/against,3352
Trinidad Ambulance District Ballot Issue 6A,Yes/for,1172
Trinidad School District Number 1 Ballot Issue 4B,Yes/for,1879
Trinidad School District Number 1 Ballot Issue 4B,No/against,1217
Trinidad School District Number 1 Director - At Large,Ed Romero,1922
Trinidad School District Number 1 Director - At Large,James Sanchez,1721
Trinidad School District Number 1 Director - At Large,Karen Montera,1547
Trinidad School District Number 1 Director - At Large,Jeremy Maucione,1401
Upper Rio Grande School District C-7 School Board Director,Cory Off,964
Upper Rio Grande School District C-7 School Board Director,Veronica Climie,731
Upper Rio Grande School District C-7 School Board Director,Keith Brown,690
Upper Rio Grande School District C-7 School Board Director,Jerry R Gallegos,622
Upper Rio Grande School District C-7 School Board Director,Donna L Velasquez,438
Upper Rio Grande School District C-7 School Board Director,Brian Velasquez,274
Weld County School District 6 Ballot Issue 4C,Yes/for,12915
Weld County School District 6 Ballot Issue 4C,No/against,11642
Weld County School District 6 Director - 2 Year Term,Ray Talley,12283
Weld County School District 6 Director - 2 Year Term,Araceli Calderon De Weis,7767
Weld County School District 6 Director - 4 Year Term,Terri Pappas,12496
Weld County School District 6 Director - 4 Year Term,Natalie Mash,11866
Weld County School District 6 Director - 4 Year Term,Pepper Mueller,11820
Weld County School District 6 Director - 4 Year Term,W.d. Bill Gillard,7589
Weld County School District 6 Director - 4 Year Term,Daniel Reyez,6621
Weld County School District RE-10J Director - At Large,Wendy Tucker,227
Weld County School District RE-10J Director - District A,Duane Lewis,226
Weld County School District RE-10J Director - District D,Katie Ford,190
Weld County School District RE-10J Director - District D,Alphretta Erdmann,60
Weld County School District RE-2 Ballot Issue 4D,Yes/for,1944
Weld County School District RE-2 Ballot Issue 4D,No/against,1855
Weld County School District RE-2 Ballot Issue 4E,Yes/for,2092
Weld County School District RE-2 Ballot Issue 4E,No/against,1693
Weld County School District RE-2 Director - District B,Audrey Clary,2668
Weld County School District RE-2 Director - District E,Lynnette St. Jean,2628
Weld County School District RE-3J Director - District E,Debra J. Gustafson,2133
Weld County School District RE-3J Director - District E,Chad Franke,165
Weld County School District RE-5J Ballot Issue 5A,No/against,3034
Weld County School District RE-5J Ballot Issue 5A,Yes/for,3031
Weld County School District RE-5J Ballot Issue 5B,No/against,3001
Weld County School District RE-5J Ballot Issue 5B,Yes/for,2900
Weld County School District RE-5J Director - District A,Sara Hall,3900
Weld County School District RE-5J Director - District B,Jeremy Scott,3889
Weld County School District RE-5J Director - District D,Nathan Sassano,3873
Weld County School District RE-7 Ballot Issue 4A,Yes/for,870
Weld County School District RE-7 Ballot Issue 4A,No/against,693
Weld County School District RE-7 Ballot Issue 4B,Yes/for,828
Weld County School District RE-7 Ballot Issue 4B,No/against,714
Weld County School District RE-7 Director - At Large - 2 Year Term,Robin Meireis,1132
Weld County School District RE-7 Director - At Large - 4 Year Term,Mindy Marshall,1142
Weld County School District RE-7 Director - District B,James Welch,1170
Weld County School District RE-7 Director - District C,Mary Roth,1157
Weldon Valley School District RE-20J School Director,Kathy Wood,226
Weldon Valley School District RE-20J School Director,Eva R Cuckow,132
Weldon Valley School District RE-20J School Director,Stacey Gorman,110
Weldon Valley School District RE-20J School Director,Karen M Smith,86
Weld RE-8 School District Ballot Issue 5C,No/against,1788
Weld RE-8 School District Ballot Issue 5C,Yes/for,1164
Weld RE-8 School District Director - District B,Cody M Leblanc,1450
Weld RE-8 School District Director - District B,Rosalie M Martinez,1109
Weld RE-8 School District Director - District E,Susan K Browne,1966
West Douglas County Fire Protection District Ballot Issue 6C,Yes,598
West Douglas County Fire Protection District Ballot Issue 6C,No,369
West Douglas County Fire Protection District Ballot Issue 6D,Yes,508
West Douglas County Fire Protection District Ballot Issue 6D,No,458
West End School District RE-2 Board of Education Director - Four Year Term,Clint E. Cloud,413
West End School District RE-2 Board of Education Director - Four Year Term,John Reams,393
West End School District RE-2 Board of Education Director - Four Year Term,Leonard Spina,40
West End School District RE-2 Board of Education Director - Two Year Term,Brianne Bonacquista,560
West Grand School District 1-Jt Board of Education Candidates,Rhonda Shearer,589
West Grand School District 1-Jt Board of Education Candidates,Rebecca A. Guthrie,566
West Grand School District 1-Jt Board of Education Candidates,Jeremy Bock,479
West Grand School District 1-Jt Board of Education Candidates,Bryan Klotz,395
West Grand School District 1-Jt Board of Education Candidates,Jess Buller,320
Widefield School District 3 Director,Carlos Gonzalez,4372
Widefield School District 3 Director,Neil Nelson,3753
Widefield School District 3 Director,Victoria A. Latrell,3537
Widefield School District 3 Director,Edward Mouchette,185
Windsor-Severance Fire Protection District Ballot Issue 7A,Yes/for,6752
Windsor-Severance Fire Protection District Ballot Issue 7A,No/against,5831
Woodlin School District R-104 School Board Director - At Large,Doug A Vondy,99
Woodlin School District R-104 School Board Director - At Large,Pennie Haller,96
Woodlin School District R-104 School Board Director - At Large,Deborah Sue Hoefler,59
Wray School District RD-2 Director - 2 year,Grant Bledsoe,1253
Wray School District RD-2 Director - 2 year,Nancy Helling,1196
Wray School District RD-2 Director - 4 year,Bradley Rock,1195
Wray School District RD-2 Director - 4 year,Melanie Godsey,1176
Wray School District RD-2 Director - 4 year,Steve Mcentire,1143
Wray School District RD-2 Director - 4 year,Joseph Bliven,376
Yuma School District 1 Ballot Issue 4G,Yes/for,1008
Yuma School District 1 Ballot Issue 4G,No/against,595
Yuma School District 1 Director,Thomas C Holtorf,1284
Yuma School District 1 Director,Duane E Brown,1185
